instance,family,vcpu,memory,cpu,arch,gpu,gpu_mem,net,storage,gen,usd_hr
c7i.16xlarge,Compute optimized,64,128 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,25000 Megabit,EBS only,Yes,2.856
m5n.12xlarge,General purpose,48,192 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,50 Gigabit,EBS only,Yes,2.856
m8g.16xlarge,General purpose,64,256 GiB,AWS Graviton4 Processor,64-bit,,NA,30 Gigabit,EBS only,Yes,2.87232
m6gd.16xlarge,General purpose,64,256 GiB,AWS Graviton2 Processor,64-bit,,NA,25 Gigabit,2 x 1900 NVMe SSD,Yes,2.8928
c7gd.16xlarge,Compute optimized,64,128 GiB,AWS Graviton3 Processor,64-bit,,NA,30 Gigabit,2 x 1900 NVMe SSD,Yes,2.903
im4gn.8xlarge,Storage optimized,32,128 GiB,AWS Graviton2 Processor,64-bit,,NA,50 Gigabit,2 x 7500 SSD,Yes,2.91034
r8gb.8xlarge,Memory optimized,32,256 GiB,AWS Graviton4 Processor,64-bit,,NA,66.667 Gigabit,EBS only,Yes,2.91488
r8gn.8xlarge,Memory optimized,32,256 GiB,AWS Graviton4 Processor,64-bit,,NA,100 Gigabit,EBS only,Yes,2.9149
m8a.12xlarge,General purpose,48,192 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,22500 Megabit,EBS only,Yes,2.92128
r7iz.8xlarge,Memory optimized,32,256 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,12500 Megabit,EBS only,Yes,2.976
c7gn.12xlarge,Compute optimized,48,96 GiB,AWS Graviton3 Processor,64-bit,,NA,150 Gigabit,EBS only,Yes,2.9952
c8i.16xlarge,Compute optimized,64,128 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,30000 Megabit,EBS only,Yes,2.99872
g6e.4xlarge,GPU instance,16,128 GiB,AMD EPYC 7R13 Processor,64-bit,1,48 GB,20 Gigabit,1 x 600 GB NVMe SSD,Yes,3.00424
m9gd.12xlarge,General purpose,48,192.0 GiB,AWS Graviton5 Processor,64-bit,,NA,25 Gigabit,3 x 950 NVMe SSD,Yes,3.0168
i7i.8xlarge,Storage optimized,32,256 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,,NA,Up to 25 Gigabit,2 x 3750 NVMe SSD,Yes,3.0202
r5.12xlarge,Memory optimized,48,384 GiB,Intel Xeon Platinum 8175,64-bit,,NA,10 Gigabit,EBS only,Yes,3.024
r6i.12xlarge,Memory optimized,48,384 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,18750 Megabit,EBS only,Yes,3.024
g7.4xlarge,GPU instance,16,64.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,1,32 GB,Up to 100 Gigabit,1x875 GB NVMe SSD,Yes,3.04208
m8idn.8xlarge,General purpose,32,128.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50 Gigabit,1 x 1900 NVMe SSD,Yes,3.05504
m8idb.8xlarge,General purpose,32,128.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,33.33 Gigabit,1 x 1900 NVMe SSD,Yes,3.05504
p3.2xlarge,GPU instance,8,61 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,1,16 GiB,Up to 10 Gigabit,EBS only,Yes,3.06
c5.18xlarge,Compute optimized,72,144 GiB,Intel Xeon Platinum 8124M,64-bit,,NA,25 Gigabit,EBS only,Yes,3.06
m7i-flex.16xlarge,General purpose,64,256 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,Up to 25000 Megabit,EBS only,Yes,3.06432
m5.16xlarge,General purpose,64,256 GiB,Intel Xeon Platinum 8175,64-bit,,NA,20 Gigabit,EBS only,Yes,3.072
m6i.16xlarge,General purpose,64,256 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,25000 Megabit,EBS only,Yes,3.072
i7ie.6xlarge,Storage optimized,24,192 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,,NA,Up to 25 Gigabit,2 x 7500 NVMe SSD,Yes,3.1188
r6idn.8xlarge,Memory optimized,32,256 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,50000 Megabit,1 x 1900 NVMe SSD,Yes,3.12624
x8g.8xlarge,Memory optimized,32,512 GiB,AWS Graviton4 Processor,64-bit,,NA,15 Gigabit,EBS only,Yes,3.1264
m9g.16xlarge,General purpose,64,256 GiB,AWS Graviton5 Processor,64-bit,,NA,34000 Megabit,EBS only,Yes,3.13088
m8id.12xlarge,General purpose,48,192 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,22500 Megabit,1 x 2850 NVMe SSD,Yes,3.13248
c8gd.16xlarge,Compute optimized,64,128 GiB,AWS Graviton4 Processor,64-bit,,NA,30 Gigabit,2 x 1900 NVMe SSD,Yes,3.13536
r5ad.12xlarge,Memory optimized,48,384 GiB,AMD EPYC 7571,64-bit,,NA,10 Gigabit,2 x 900 NVMe SSD,Yes,3.144
d3en.6xlarge,Storage optimized,24,96 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,40 Gigabit,12 x 14000 HDD,Yes,3.154
r8i-flex.12xlarge,Memory optimized,48,384 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 22500 Megabit,EBS only,Yes,3.16728
r7i.12xlarge,Memory optimized,48,384 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,18750 Megabit,EBS only,Yes,3.1752
m4.16xlarge,General purpose,64,256 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,,NA,20 Gigabit,EBS only,Yes,3.2
m8i-flex.16xlarge,General purpose,64,256 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 30000 Megabit,EBS only,Yes,3.2176
c6id.16xlarge,Compute optimized,64,128 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,25000 Megabit,2 x 1900 NVMe SSD,Yes,3.2256
m7i.16xlarge,General purpose,64,256 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,25000 Megabit,EBS only,Yes,3.2256
r6g.16xlarge,Memory optimized,64,512 GiB,AWS Graviton2 Processor,64-bit,,NA,25 Gigabit,EBS only,Yes,3.2256
m5dn.12xlarge,General purpose,48,192 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,50 Gigabit,2 x 900 GB NVMe SSD,Yes,3.264
r7gd.12xlarge,Memory optimized,48,384 GiB,AWS Graviton3 Processor,64-bit,,NA,22500 Megabit,2 x 1425 NVMe SSD,Yes,3.2659
c8ib.12xlarge,Compute optimized,48,96 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50 Gigabit,EBS only,Yes,3.26592
c8in.12xlarge,Compute optimized,48,96 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,75 Gigabit,EBS only,Yes,3.26592
c7a.16xlarge,Compute optimized,64,128 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,25000 Megabit,EBS only,Yes,3.28448
m5ad.16xlarge,General purpose,64,256 GiB,AMD EPYC 7571,64-bit,,NA,12 Gigabit,4 x 600 NVMe SSD,Yes,3.296
f1.4xlarge,FPGA Instances,16,244 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,,NA,10 Gigabit,1 x 940 NVMe SSD,Yes,3.3
r8i.12xlarge,Memory optimized,48,384 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,22500 Megabit,EBS only,Yes,3.33408
x2iedn.4xlarge,Memory optimized,16,512 GiB,Intel Xeon Scalable (Icelake),64-bit,,NA,Up to 25 Gigabit,1 x 475 NVMe SSD,Yes,3.3345
x2iezn.4xlarge,Memory optimized,16,512 GiB,Intel Xeon Platinum 8252,64-bit,,NA,Up to 25 Gigabit,EBS only,Yes,3.336
x1e.4xlarge,Memory optimized,16,488 GiB,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,,NA,Up to 10 Gigabit,1 x 480 SSD,Yes,3.336
m6in.12xlarge,General purpose,48,192 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,75000 Megabit,EBS only,Yes,3.34152
m8ine.8xlarge,General purpose,32,128.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50 Gigabit,EBS only,Yes,3.3416
r8ib.8xlarge,Memory optimized,32,256.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,33.33 Gigabit,EBS only,Yes,3.3472
r8in.8xlarge,Memory optimized,32,256.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50 Gigabit,EBS only,Yes,3.3472
g7e.2xlarge,GPU instance,8,64 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,1,96 GB,50 Gigabit,1 x 1900 NVMe SSD,Yes,3.36312
m8i.16xlarge,General purpose,64,256 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,30000 Megabit,EBS only,Yes,3.38688
g6.16xlarge,GPU instance,64,256 GiB,AMD EPYC 7R13 Processor,64-bit,1,24 GB,25 Gigabit,2 x 940 GB NVMe SSD,Yes,3.3968
i2.4xlarge,Storage optimized,16,122 GiB,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,,NA,High,4 x 800 SSD,No,3.41
m7gd.16xlarge,General purpose,64,256 GiB,AWS Graviton3 Processor,64-bit,,NA,30 Gigabit,2 x 1900 NVMe SSD,Yes,3.4171
c9gd.16xlarge,Compute optimized,64,128.0 GiB,AWS Graviton5 Processor,64-bit,,NA,34 Gigabit,1 x 3800 NVMe SSD,Yes,3.4176
r7g.16xlarge,Memory optimized,64,512 GiB,AWS Graviton3 Processor,64-bit,,NA,30 Gigabit,EBS only,Yes,3.4272
c8a.16xlarge,Compute optimized,64,128 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,30000 Megabit,EBS only,Yes,3.44864
c5d.18xlarge,Compute optimized,72,144 GiB,Intel Xeon Platinum 8124M,64-bit,,NA,25 Gigabit,2 x 900 NVMe SSD,Yes,3.456
r5d.12xlarge,Memory optimized,48,384 GiB,Intel Xeon Platinum 8175,64-bit,,NA,10 Gigabit,2 x 900 NVMe SSD,Yes,3.456
g4ad.16xlarge,GPU instance,64,256 GiB,AMD EPYC 7R32,64-bit,4,32 GB,25 Gigabit,2400 GB NVMe SSD,Yes,3.468
m8gb.12xlarge,General purpose,48,192 GiB,AWS Graviton4 Processor,64-bit,,NA,100 Gigabit,EBS only,Yes,3.492
m8gn.12xlarge,General purpose,48,192 GiB,AWS Graviton4 Processor,64-bit,,NA,150 Gigabit,EBS only,Yes,3.492
cr1.8xlarge,Memory optimized,32,244 GiB,Intel Xeon E5-2670,64-bit,,NA,10 Gigabit,2 x 120 SSD,No,3.5
x8i.8xlarge,Memory optimized,32,512 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,15000 Megabit,EBS only,Yes,3.50128
r8gd.12xlarge,Memory optimized,48,384 GiB,AWS Graviton4 Processor,64-bit,,NA,22500 Megabit,3 x 950 NVMe SSD,Yes,3.52704
c8id.16xlarge,Compute optimized,64,128 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,30000 Megabit,1 x 3800 NVMe SSD,Yes,3.54816
r5b.12xlarge,Memory optimized,48,384 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,10 Gigabit,EBS only,Yes,3.576
r5n.12xlarge,Memory optimized,48,384 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,50 Gigabit,EBS only,Yes,3.576
r5a.16xlarge,Memory optimized,64,512 GiB,AMD EPYC 7571,64-bit,,NA,12 Gigabit,EBS only,Yes,3.616
m5d.16xlarge,General purpose,64,256 GiB,Intel Xeon Platinum 8175,64-bit,,NA,20 Gigabit,4 x 600 NVMe SSD,Yes,3.616
r6id.12xlarge,Memory optimized,48,384 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,18750 Megabit,2 x 1425 NVMe SSD,Yes,3.6288
r6a.16xlarge,Memory optimized,64,512 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,25000 Megabit,EBS only,Yes,3.6288
c6in.16xlarge,Compute optimized,64,128 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,100000 Megabit,EBS only,Yes,3.6288
r7a.12xlarge,Memory optimized,48,384 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,18750 Megabit,EBS only,Yes,3.6516
c6a.24xlarge,Compute optimized,96,192 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,37500 Megabit,EBS only,Yes,3.672
r6gd.16xlarge,Memory optimized,64,512 GiB,AWS Graviton2 Processor,64-bit,,NA,25 Gigabit,2 x 1900 NVMe SSD,Yes,3.6864
m8gd.16xlarge,General purpose,64,256 GiB,AWS Graviton4 Processor,64-bit,,NA,30 Gigabit,2 x 1900 NVMe SSD,Yes,3.69024
c5a.24xlarge,Compute optimized,96,192 GiB,AMD EPYC 7R32,32-bit or 64-bit,,NA,20 Gigabit,EBS only,Yes,3.696
m7a.16xlarge,General purpose,64,256 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,25000 Megabit,EBS only,Yes,3.70944
h1.16xlarge,Storage optimized,64,256 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,,NA,25 Gigabit,8 x 2000 HDD,Yes,3.744
r8idb.8xlarge,Memory optimized,32,256.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,33.33 Gigabit,1 x 1900 NVMe SSD,Yes,3.75152
r8idn.8xlarge,Memory optimized,32,256.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50 Gigabit,1 x 1900 NVMe SSD,Yes,3.75152
r8g.16xlarge,Memory optimized,64,512 GiB,AWS Graviton4 Processor,64-bit,,NA,30 Gigabit,EBS only,Yes,3.77024
c8gn.16xlarge,Compute optimized,64,128 GiB,AWS Graviton4 Processor,64-bit,,NA,200 Gigabit,EBS only,Yes,3.792
c8gb.16xlarge,Compute optimized,64,128 GiB,AWS Graviton4 Processor,64-bit,,NA,133.333 Gigabit,EBS only,Yes,3.792
m6id.16xlarge,General purpose,64,256 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,25000 Megabit,2 x 1900 NVMe SSD,Yes,3.7968
m5n.16xlarge,General purpose,64,256 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,75 Gigabit,EBS only,Yes,3.808
m6idn.12xlarge,General purpose,48,192 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,75000 Megabit,2 x 1425 NVMe SSD,Yes,3.81888
c8g.24xlarge,Compute optimized,96,192 GiB,AWS Graviton4 Processor,64-bit,,NA,40 Gigabit,EBS only,Yes,3.82848
r8a.12xlarge,Memory optimized,48,384 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,22500 Megabit,EBS only,Yes,3.83424
c5n.18xlarge,Compute optimized,72,192 GiB,Intel Xeon Platinum 8124M,64-bit,,NA,100 Gigabit,EBS only,Yes,3.888
m8a.16xlarge,General purpose,64,256 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,30000 Megabit,EBS only,Yes,3.89504
g4dn.12xlarge,GPU instance,48,192 GiB,Intel Xeon Family,64-bit,4,64 GB,50 Gigabit,900 GB NVMe SSD,Yes,3.912
f2.12xlarge,FPGA Instances,48,512 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,25 Gigabit,2 x 950 NVMe SSD,Yes,3.96
m5zn.12xlarge,General purpose,48,192 GiB,Intel Xeon Platinum 8252,64-bit,,NA,100 Gigabit,EBS only,Yes,3.9641
r8id.12xlarge,Memory optimized,48,384 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,22500 Megabit,1 x 2850 NVMe SSD,Yes,3.99168
c7gn.16xlarge,Compute optimized,64,128 GiB,AWS Graviton3 Processor,64-bit,,NA,200 Gigabit,EBS only,Yes,3.9936
d3.8xlarge,Storage optimized,32,256 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,25 Gigabit,24 x 2000 HDD,Yes,3.99552
g7e.4xlarge,GPU instance,16,128 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,1,96 GB,50 Gigabit,1 x 1900 NVMe SSD,Yes,3.99816
r5dn.12xlarge,Memory optimized,48,384 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,50 Gigabit,2 x 900 GB NVMe SSD,Yes,4.008
x2gd.12xlarge,Memory optimized,48,768 GiB,AWS Graviton2 Processor,64-bit,,NA,20 Gigabit,2 x 1425 SSD,Yes,4.008
m8ib.12xlarge,General purpose,48,192.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50 Gigabit,EBS only,Yes,4.00992
m8in.12xlarge,General purpose,48,192.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,75 Gigabit,EBS only,Yes,4.00992
m9gd.16xlarge,General purpose,64,256.0 GiB,AWS Graviton5 Processor,64-bit,,NA,34 Gigabit,1 x 3800 NVMe SSD,Yes,4.0224
r6i.16xlarge,Memory optimized,64,512 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,25000 Megabit,EBS only,Yes,4.032
r5.16xlarge,Memory optimized,64,512 GiB,Intel Xeon Platinum 8175,64-bit,,NA,20 Gigabit,EBS only,Yes,4.032
c6i.24xlarge,Compute optimized,96,192 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,37500 Megabit,EBS only,Yes,4.08
c5.24xlarge,Compute optimized,96,192 GiB,Intel Xeon Platinum 8275L,64-bit,,NA,25 Gigabit,EBS only,Yes,4.08
c8ine.12xlarge,Compute optimized,48,96 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,75 Gigabit,EBS only,Yes,4.0824
g7.8xlarge,GPU instance,32,128.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,1,32 GB,100 Gigabit,1x930 GB NVMe SSD,Yes,4.08624
g5.16xlarge,GPU instance,64,256 GiB,AMD EPYC 7R32,64-bit,1,24 GB,25 Gigabit,1 x 1900 GB NVMe SSD,Yes,4.096
i4i.12xlarge,Storage optimized,48,384 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,28125 Megabit,3 x 3750 NVMe SSD,Yes,4.118
i8g.12xlarge,Storage optimized,48,384 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 28.125 Gigabit,3 x 3750GB,Yes,4.1184
c5ad.24xlarge,Compute optimized,96,192 GiB,AMD EPYC 7R32,64-bit,,NA,20 Gigabit,2 x 1900 NVMe SSD,Yes,4.128
m5a.24xlarge,General purpose,96,384 GiB,AMD EPYC 7571,64-bit,,NA,20 Gigabit,EBS only,Yes,4.128
m6a.24xlarge,General purpose,96,384 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,37500 Megabit,EBS only,Yes,4.1472
c9g.24xlarge,Compute optimized,96,192.0 GiB,AWS Graviton5 Processor,64-bit,,NA,50 Gigabit,EBS only,Yes,4.17312
m8id.16xlarge,General purpose,64,256 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,30000 Megabit,1 x 3800 NVMe SSD,Yes,4.17664
r6in.12xlarge,Memory optimized,48,384 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,75000 Megabit,EBS only,Yes,4.18392
r5ad.16xlarge,Memory optimized,64,512 GiB,AMD EPYC 7571,64-bit,,NA,12 Gigabit,4 x 600 NVMe SSD,Yes,4.192
d3en.8xlarge,Storage optimized,32,128 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,50 Gigabit,16 x 14000 HDD,Yes,4.20576
r8i-flex.16xlarge,Memory optimized,64,512 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 30000 Megabit,EBS only,Yes,4.22304
r7i.16xlarge,Memory optimized,64,512 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,25000 Megabit,EBS only,Yes,4.2336
r4.16xlarge,Memory optimized,64,488 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,,NA,20 Gigabit,EBS only,Yes,4.256
c7i.24xlarge,Compute optimized,96,192 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,37500 Megabit,EBS only,Yes,4.284
m8g.24xlarge,General purpose,96,384 GiB,AWS Graviton4 Processor,64-bit,,NA,40 Gigabit,EBS only,Yes,4.30848
m5dn.16xlarge,General purpose,64,256 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,75 Gigabit,4 x 600 NVMe SSD,Yes,4.352
g4dn.16xlarge,GPU instance,64,256 GiB,Intel Xeon Family,64-bit,1,16 GB,50 Gigabit,900 GB NVMe SSD,Yes,4.352
c8in.16xlarge,Compute optimized,64,128 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,100 Gigabit,EBS only,Yes,4.35456
c8ib.16xlarge,Compute optimized,64,128 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,66.667 Gigabit,EBS only,Yes,4.35456
r7gd.16xlarge,Memory optimized,64,512 GiB,AWS Graviton3 Processor,64-bit,,NA,30 Gigabit,2 x 1900 NVMe SSD,Yes,4.3546
r8gn.12xlarge,Memory optimized,48,384 GiB,AWS Graviton4 Processor,64-bit,,NA,150 Gigabit,EBS only,Yes,4.3723
r8gb.12xlarge,Memory optimized,48,384 GiB,AWS Graviton4 Processor,64-bit,,NA,100 Gigabit,EBS only,Yes,4.37232
r8i.16xlarge,Memory optimized,64,512 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,30000 Megabit,EBS only,Yes,4.44544
m6in.16xlarge,General purpose,64,256 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,100000 Megabit,EBS only,Yes,4.45536
z1d.12xlarge,Memory optimized,48,384 GiB,Intel Xeon Platinum 8151,64-bit,,NA,25 Gigabit,2 x 900 NVMe SSD,Yes,4.464
r7iz.12xlarge,Memory optimized,48,384 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,25000 Megabit,EBS only,Yes,4.464
c8i.24xlarge,Compute optimized,96,192 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,40000 Megabit,EBS only,Yes,4.49808
g6e.8xlarge,GPU instance,32,256 GiB,AMD EPYC 7R13 Processor,64-bit,1,48 GB,25 Gigabit,1 x 900 GB NVMe SSD,Yes,4.52856
i7i.12xlarge,Storage optimized,48,384 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,,NA,Up to 28.125 Gigabit,3 x 3750 NVMe SSD,Yes,4.5302
g3.16xlarge,GPU instance,64,488 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,4,32 GB,20 Gigabit,EBS only,Yes,4.56
m8idn.12xlarge,General purpose,48,192.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,75 Gigabit,1 x 2850 NVMe SSD,Yes,4.58256
m8idb.12xlarge,General purpose,48,192.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50 Gigabit,1 x 2850 NVMe SSD,Yes,4.58256
g6.12xlarge,GPU instance,48,192 GiB,AMD EPYC 7R13 Processor,64-bit,4,96 GB,40 Gigabit,4 X 940 GB NVMe SSD,Yes,4.6016
m5.24xlarge,General purpose,96,384 GiB,Intel Xeon Platinum 8175,64-bit,,NA,25 Gigabit,EBS only,Yes,4.608
m6i.24xlarge,General purpose,96,384 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,37500 Megabit,EBS only,Yes,4.608
c5d.24xlarge,Compute optimized,96,192 GiB,Intel Xeon Platinum 8275L,64-bit,,NA,25 Gigabit,4 x 900 NVMe SSD,Yes,4.608
r5d.16xlarge,Memory optimized,64,512 GiB,Intel Xeon Platinum 8175,64-bit,,NA,20 Gigabit,4 x 600 NVMe SSD,Yes,4.608
is4gen.8xlarge,Storage optimized,32,192 GiB,AWS Graviton2 Processor,64-bit,,NA,50 Gigabit,4 x 7500 SSD,Yes,4.6104
m8gb.16xlarge,General purpose,64,256 GiB,AWS Graviton4 Processor,64-bit,,NA,133.333 Gigabit,EBS only,Yes,4.656
m8gn.16xlarge,General purpose,64,256 GiB,AWS Graviton4 Processor,64-bit,,NA,200 Gigabit,EBS only,Yes,4.656
r6idn.12xlarge,Memory optimized,48,384 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,75000 Megabit,2 x 1425 NVMe SSD,Yes,4.68936
x8g.12xlarge,Memory optimized,48,768 GiB,AWS Graviton4 Processor,64-bit,,NA,22.5 Gigabit,EBS only,Yes,4.6896
m9g.24xlarge,General purpose,96,384 GiB,AWS Graviton5 Processor,64-bit,,NA,50000 Megabit,EBS only,Yes,4.69632
r8gd.16xlarge,Memory optimized,64,512 GiB,AWS Graviton4 Processor,64-bit,,NA,30 Gigabit,2 x 1900 NVMe SSD,Yes,4.70272
c8gd.24xlarge,Compute optimized,96,192 GiB,AWS Graviton4 Processor,64-bit,,NA,40 Gigabit,3 x 1900 NVMe SSD,Yes,4.70304
inf1.24xlarge,Machine Learning ASIC Instances,96,192 GiB,Intel Xeon Platinum 8275CL (Cascade Lake),64-bit,16,NA,100 Gigabit,EBS only,Yes,4.721
r5n.16xlarge,Memory optimized,64,512 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,75 Gigabit,EBS only,Yes,4.768
r5b.16xlarge,Memory optimized,64,512 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,20 Gigabit,EBS only,Yes,4.768
r6id.16xlarge,Memory optimized,64,512 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,25000 Megabit,2 x 1900 NVMe SSD,Yes,4.8384
c6id.24xlarge,Compute optimized,96,192 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,37500 Megabit,4 x 1425 NVMe SSD,Yes,4.8384
m7i.24xlarge,General purpose,96,384 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,37500 Megabit,EBS only,Yes,4.8384
r7a.16xlarge,Memory optimized,64,512 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,25000 Megabit,EBS only,Yes,4.8688
c6a.32xlarge,Compute optimized,128,256 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,50000 Megabit,EBS only,Yes,4.896
c7a.24xlarge,Compute optimized,96,192 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,37500 Megabit,EBS only,Yes,4.92672
i4g.16xlarge,Storage optimized,64,512 GiB,AWS Graviton2 Processor,64-bit,,NA,37500 Megabit,4 x 3750 SSD,Yes,4.94208
m5ad.24xlarge,General purpose,96,384 GiB,AMD EPYC 7571,64-bit,,NA,20 Gigabit,4 x 900 NVMe SSD,Yes,4.944
m8azn.12xlarge,General purpose,48,192 GiB,AMD EPYC 9575F,64-bit,,NA,100 Gigabit,EBS only,Yes,4.95504
i3.16xlarge,Storage optimized,64,488 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,,NA,20 Gigabit,8 x 1900 NVMe SSD,Yes,4.992
x2iezn.6xlarge,Memory optimized,24,768 GiB,Intel Xeon Platinum 8252,64-bit,,NA,50 Gigabit,EBS only,Yes,5.004
m8ine.12xlarge,General purpose,48,192.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,75 Gigabit,EBS only,Yes,5.0124
r8ib.12xlarge,Memory optimized,48,384.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,50 Gigabit,EBS only,Yes,5.0208
r8in.12xlarge,Memory optimized,48,384.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,75 Gigabit,EBS only,Yes,5.0208
m8i.24xlarge,General purpose,96,384 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,40000 Megabit,EBS only,Yes,5.08032
